
Predictions were generated on 27-Apr-2026 at 13:06:40 using OpenFAST, compiled on Mar 13 2026 at 19:00:22 as a 64-bit application using single precision at commit v5.0.0
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	ConvIter	ConvError	NumUJac	Q_B1F1	Q_GeAz	Q_TFA1	Q_TSS1	Q_TFA2	Q_TSS2	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(-)	(-)	(-)	(m)	(rad)	(m)	(m)	(m)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
    2.4938	3.000000	.2438617E-05	.000000	.9526998E-03	1.631341	.000000	.000000	.6714906E-04	.000000	.9538504E-03	-.3576343E-16	.000000	.000000	183.4690	12.41862	1204.607	.6714906E-04	.000000	.000000	-1.571668	16.77990	1.546366	.2143915	24.77833	-6.439506	57.53095	.5257716E-04	-6.602360	1175.738	-65.66766	-16.85355	1.287947	-2932.195	-9.865859	1432.376	-8.903227	32.08983	1.287947	-6339.611	-122.6905	2333.976	-8.902563
    2.5000	3.000000	.2001374E-06	.000000	.9741353E-03	1.639469	.000000	.000000	.7677572E-04	.000000	.9753118E-03	.1801639E-16	.000000	.000000	183.9347	12.41854	1204.599	.7677572E-04	.000000	.000000	-1.778799	17.19742	1.559644	.2426862	24.77021	-7.288721	58.41055	.6087476E-04	-7.473082	1174.448	-74.34647	-14.29556	1.460647	-2932.662	-11.18126	1442.863	-10.17690	26.55233	1.460647	-6340.076	-139.1346	2172.703	-10.17604
    2.5063	3.000000	.3226293E-05	.000000	.9986615E-03	1.647597	.000000	.000000	.8703989E-04	.000000	.9998676E-03	.6555510E-15	.000000	.000000	184.4004	12.41845	1204.589	.8703989E-04	.000000	.000000	-1.984045	17.66816	1.575233	.2707925	24.76144	-8.131390	59.41706	.6948387E-04	-8.337140	1173.115	-82.98286	-11.57286	1.633304	-2933.158	-12.49249	1453.954	-11.47945	20.66320	1.633304	-6340.573	-155.5707	2001.211	-11.47836
    2.5125	3.000000	.5187159E-05	.000000	.1009043E-02	1.655725	.000000	.000000	.9780848E-04	.000000	.1010261E-02	-.6028486E-15	.000000	.000000	184.8661	12.41834	1204.579	.9780848E-04	.000000	.000000	-2.187462	17.87216	1.575907	.2987137	24.75215	-8.967654	59.70812	.7738310E-04	-9.194667	1170.906	-91.57654	-8.755342	1.805840	-2933.672	-13.79335	1466.252	-12.74044	14.52096	1.805840	-6341.087	-171.9860	1822.210	-12.73908
    2.5188	3.000000	.5593121E-05	.000000	.9927183E-03	1.663853	.000000	.000000	.1089429E-03	.000000	.9939171E-03	.7073166E-15	.000000	.000000	185.3317	12.41823	1204.568	.1089429E-03	.000000	.000000	-2.389321	17.57803	1.549242	.3264653	24.74244	-9.798254	58.67542	.8379973E-04	-10.04642	1167.224	-100.1282	-5.904355	1.978163	-2934.193	-15.07774	1480.141	-13.88348	8.220566	1.978163	-6341.609	-188.3661	1638.344	-13.88183
    2.5250	3.000000	.4217379E-05	.000000	.9463060E-03	1.671981	.000000	.000000	.1203015E-03	.000000	.9474489E-03	.4784076E-15	.000000	.000000	185.7974	12.41810	1204.556	.1203015E-03	.000000	.000000	-2.590006	16.72576	1.492124	.3540702	24.73241	-10.62424	56.16373	.8641042E-04	-10.89345	1161.934	-108.6389	-3.063044	2.150199	-2934.714	-16.34222	1495.593	-14.85902	1.846416	2.150199	-6342.130	-204.7012	1452.043	-14.85705
    2.5312	3.000000	.1325964E-05	.000000	.8768606E-03	1.680108	.000000	.000000	.1317415E-03	.000000	.8779196E-03	-.1036321E-14	.000000	.000000	186.2631	12.41797	1204.543	.1317415E-03	.000000	.000000	-2.789887	15.44905	1.411950	.3815507	24.72214	-11.44662	52.52980	.8581895E-04	-11.73678	1155.426	-117.1100	-.2534528	2.321921	-2935.228	-17.58800	1512.122	-15.66994	-4.530215	2.321921	-6342.646	-220.9901	1265.455	-15.66761
    2.5375	3.000000	.2047575E-05	.000000	.7994632E-03	1.688236	.000000	.000000	.1431205E-03	.000000	.8004288E-03	-.4013716E-15	.000000	.000000	186.7288	12.41783	1204.529	.1431205E-03	.000000	.000000	-2.989201	14.02957	1.324145	.4089218	24.71165	-12.26607	48.52137	.8346368E-04	-12.57708	1148.483	-125.5427	2.518784	2.493359	-2935.735	-18.82125	1528.892	-16.37836	-10.84871	2.493359	-6343.154	-237.2415	1080.498	-16.37566
    2.5438	3.000000	.4524016E-05	.000000	.7320070E-03	1.696363	.000000	.000000	.1542975E-03	.000000	.7328910E-03	-.4746519E-15	.000000	.000000	187.1944	12.41767	1204.514	.1542975E-03	.000000	.000000	-3.187987	12.79942	1.246872	.4361894	24.70100	-13.08276	45.01942	.8232966E-04	-13.41453	1142.027	-133.9384	5.253912	2.664591	-2936.234	-20.05144	1544.953	-17.08868	-17.05270	2.664591	-6343.654	-253.4719	898.9971	-17.08557
    2.5500	3.000000	.6096733E-05	.000000	.6890213E-03	1.704490	.000000	.000000	.1651340E-03	.000000	.6898534E-03	-.5353418E-15	.000000	.000000	187.6601	12.41751	1204.498	.1651340E-03	.000000	.000000	-3.386118	12.02647	1.194804	.4633506	24.69023	-13.89643	42.73516	.8100532E-04	-14.24889	1136.807	-142.2991	7.945700	2.835710	-2936.723	-21.28815	1559.515	-17.91131	-23.08261	2.835710	-6344.143	-269.6989	722.8401	-17.90777
    2.5563	3.000000	.5302510E-05	.000000	.6767082E-03	1.712618	.000000	.000000	.1754948E-03	.000000	.6775255E-03	-.2325258E-15	.000000	.000000	188.1257	12.41733	1204.481	.1754948E-03	.000000	.000000	-3.583376	11.82279	1.174156	.4904026	24.67942	-14.70667	41.96793	.8612782E-04	-15.07973	1133.150	-150.6280	10.57173	3.006783	-2937.197	-22.53758	1572.156	-18.92027	-28.87006	3.006783	-6344.618	-285.9347	554.0870	-18.91629
    2.5625	3.000000	.3353362E-05	.000000	.6909239E-03	1.720745	.000000	.000000	.1852497E-03	.000000	.6917584E-03	-.8597757E-15	.000000	.000000	188.5914	12.41715	1204.463	.1852497E-03	.000000	.000000	-3.779607	12.10822	1.180700	.5173475	24.66865	-15.51327	42.50879	.9108977E-04	-15.90686	1130.865	-158.9298	13.08971	3.177819	-2937.647	-23.80003	1582.922	-20.12106	-34.33599	3.177819	-6345.070	-302.1802	395.0092	-20.11662
    2.5688	3.000000	.5291035E-06	.000000	.7187963E-03	1.728871	.000000	.000000	.1942753E-03	.000000	.7196644E-03	-.6702944E-15	.000000	.000000	189.0570	12.41695	1204.445	.1942753E-03	.000000	.000000	-3.974796	12.64141	1.201451	.5441989	24.65802	-16.31644	43.72262	.1005438E-03	-16.73051	1129.324	-167.2108	15.44162	3.348749	-2938.064	-25.06940	1592.238	-21.44279	-39.39444	3.348749	-6345.489	-318.4235	247.9834	-21.43789
    2.5750	3.000000	.2256610E-05	.000000	.7433893E-03	1.736998	.000000	.000000	.2024570E-03	.000000	.7442871E-03	-.5349792E-15	.000000	.000000	189.5227	12.41675	1204.425	.2024570E-03	.000000	.000000	-4.169174	13.10720	1.219410	.5709849	24.64764	-17.11712	44.77903	.1080167E-03	-17.55162	1127.701	-175.4783	17.56373	3.519455	-2938.437	-26.33541	1600.716	-22.75998	-43.95965	3.519455	-6345.863	-334.6437	115.3413	-22.75461
    2.5813	3.000000	.3236138E-05	.000000	.7497593E-03	1.745125	.000000	.000000	.2096916E-03	.000000	.7506647E-03	-.2346518E-15	.000000	.000000	189.9883	12.41654	1204.404	.2096916E-03	.000000	.000000	-4.363159	13.22929	1.219671	.5977476	24.63761	-17.91671	44.94988	.1142117E-03	-18.37164	1125.267	-183.7405	19.39970	3.689792	-2938.755	-27.58741	1608.882	-23.93775	-47.95532	3.689792	-6346.184	-350.8176	-.8458900	-23.93193
    2.5875	3.000000	.2925949E-05	.000000	.7302676E-03	1.753252	.000000	.000000	.2158887E-03	.000000	.7311496E-03	-.5687352E-15	.000000	.000000	190.4539	12.41632	1204.383	.2158887E-03	.000000	.000000	-4.557318	12.86835	1.194747	.6245295	24.62798	-18.71699	43.86874	.1187266E-03	-19.19236	1121.666	-192.0048	20.91171	3.859653	-2939.012	-28.81899	1616.957	-24.88479	-51.32238	3.859653	-6346.443	-366.9293	-98.93888	-24.87852
    2.5938	3.000000	.7067359E-06	.000000	.6872892E-03	1.761378	.000000	.000000	.2209729E-03	.000000	.6881192E-03	-.2735747E-15	.000000	.000000	190.9195	12.41608	1204.360	.2209729E-03	.000000	.000000	-4.752194	12.07138	1.147253	.6513767	24.61880	-19.51964	41.66140	.1156061E-03	-20.01549	1117.036	-200.2776	22.08614	4.028996	-2939.204	-30.03114	1624.739	-25.59387	-54.02299	4.028996	-6346.637	-382.9761	-177.8115	-25.58719
    2.6000	3.000000	.2635095E-05	.000000	.6323787E-03	1.769504	.000000	.000000	.2248839E-03	.000000	.6331424E-03	-.6739604E-15	.000000	.000000	191.3851	12.41584	1204.336	.2248839E-03	.000000	.000000	-4.948207	11.05524	1.089001	.6783201	24.61006	-20.32596	38.90201	.1104785E-03	-20.84234	1111.970	-208.5641	22.93192	4.197875	-2939.333	-31.23298	1631.653	-26.15339	-56.03959	4.197875	-6346.768	-398.9720	-236.8308	-26.14632
    2.6063	3.000000	.5402347E-05	.000000	.5822079E-03	1.777630	.000000	.000000	.2275773E-03	.000000	.5829110E-03	-.7093156E-15	.000000	.000000	191.8507	12.41559	1204.312	.2275773E-03	.000000	.000000	-5.145554	10.13028	1.036870	.7053788	24.60177	-21.13660	36.41164	.1052531E-03	-21.67359	1107.312	-216.8679	23.47218	4.366411	-2939.403	-32.43940	1636.922	-26.72313	-57.36978	4.366411	-6346.837	-414.9423	-275.7500	-26.71569
    2.6125	3.000000	.7446219E-05	.000000	.5527153E-03	1.785756	.000000	.000000	.2290240E-03	.000000	.5533828E-03	.1348304E-14	.000000	.000000	192.3163	12.41533	1204.286	.2290240E-03	.000000	.000000	-5.344234	9.591489	1.006886	.7325603	24.59388	-21.95168	34.97029	.1028511E-03	-22.50935	1103.860	-225.1925	23.73210	4.534750	-2939.417	-33.66638	1639.833	-27.48088	-58.01831	4.534750	-6346.851	-430.9160	-294.5352	-27.47311
    2.6188	3.000000	.7028204E-05	.000000	.5535327E-03	1.793882	.000000	.000000	.2292096E-03	.000000	.5542012E-03	-.3289876E-15	.000000	.000000	192.7818	12.41505	1204.260	.2292096E-03	.000000	.000000	-5.544072	9.615300	1.008626	.7598606	24.58638	-22.77089	35.04438	.1080927E-03	-23.34931	1102.091	-233.5410	23.72777	4.703010	-2939.376	-34.92536	1639.967	-28.55856	-57.99028	4.703010	-6346.810	-446.9147	-293.2247	-28.55049
    2.6250	3.000000	.5452445E-05	.000000	.5846416E-03	1.802007	.000000	.000000	.2281348E-03	.000000	.5853477E-03	-.1404211E-15	.000000	.000000	193.2474	12.41477	1204.233	.2281348E-03	.000000	.000000	-5.744873	10.19838	1.041897	.7872820	24.57928	-23.59391	36.62475	.1172155E-03	-24.19318	1101.994	-241.9178	23.45935	4.871223	-2939.281	-36.21916	1637.344	-29.99079	-57.28666	4.871223	-6346.716	-462.9442	-271.8412	-29.98247
    2.6313	3.000000	.2638428E-05	.000000	.6364211E-03	1.810133	.000000	.000000	.2258147E-03	.000000	.6371898E-03	.1050057E-14	.000000	.000000	193.7130	12.41448	1204.204	.2258147E-03	.000000	.000000	-5.946537	11.15955	1.096836	.8148271	24.57257	-24.42067	39.23190	.1301775E-03	-25.04087	1103.076	-250.3278	22.91151	5.039320	-2939.132	-37.54046	1632.409	-31.69674	-55.90493	5.039320	-6346.566	-478.9911	-230.4128	-31.68820
    2.6375	3.000000	.6470694E-06	.000000	.6930513E-03	1.818258	.000000	.000000	.2222794E-03	.000000	.6938882E-03	.1659233E-14	.000000	.000000	194.1785	12.41418	1204.175	.2222794E-03	.000000	.000000	-6.149124	12.20393	1.157391	.8425135	24.56627	-25.25154	42.08530	.1515849E-03	-25.89280	1104.536	-258.7765	22.06045	5.207141	-2938.923	-38.87426	1625.889	-33.50365	-53.84343	5.207141	-6346.355	-495.0263	-169.0616	-33.49495
    2.6438	3.000000	.2398398E-05	.000000	.7380592E-03	1.826383	.000000	.000000	.2175742E-03	.000000	.7389506E-03	.5383064E-15	.000000	.000000	194.6440	12.41386	1204.145	.2175742E-03	.000000	.000000	-6.352895	13.02626	1.206933	.8703647	24.56039	-26.08742	44.37681	.1627375E-03	-26.74985	1105.541	-267.2692	20.88537	5.374493	-2938.650	-40.20309	1618.541	-35.20597	-51.10893	5.374493	-6346.082	-511.0154	-88.17365	-35.19717
    2.6500	3.000000	.3147489E-05	.000000	.7600517E-03	1.834508	.000000	.000000	.2117597E-03	.000000	.7609696E-03	-.5212065E-15	.000000	.000000	195.1095	12.41354	1204.113	.2117597E-03	.000000	.000000	-6.558199	13.41722	1.234024	.8984089	24.55492	-26.92939	45.55127	.1776957E-03	-27.61313	1105.512	-275.8096	19.37992	5.541203	-2938.316	-41.51337	1610.918	-36.63990	-47.72344	5.541203	-6345.745	-526.9295	11.47775	-36.63106
    2.6562	3.000000	.1652367E-05	.000000	.7566207E-03	1.842632	.000000	.000000	.2049117E-03	.000000	.7575345E-03	-.3186236E-14	.000000	.000000	195.5750	12.41321	1204.081	.2049117E-03	.000000	.000000	-6.765420	13.33514	1.236313	.9266662	24.54981	-27.77845	45.49654	.1802609E-03	-28.48364	1104.322	-284.3990	17.55993	5.707197	-2937.921	-42.80079	1603.199	-37.74646	-43.72889	5.707197	-6345.349	-542.7579	128.6332	-37.73763
    2.6625	3.000000	.4472697E-06	.000000	.7350642E-03	1.850756	.000000	.000000	.1971201E-03	.000000	.7359519E-03	.1481122E-14	.000000	.000000	196.0405	12.41286	1204.048	.1971201E-03	.000000	.000000	-6.974777	12.91840	1.221213	.9551470	24.54499	-28.63513	44.57592	.1802731E-03	-29.36193	1102.325	-293.0359	15.46425	5.872509	-2937.475	-44.07233	1595.171	-38.59873	-39.18690	5.872509	-6344.900	-558.5107	261.5719	-38.58999
    2.6688	3.000000	.3547863E-05	.000000	.7096882E-03	1.858881	.000000	.000000	.1884876E-03	.000000	.7105453E-03	.6566132E-15	.000000	.000000	196.5060	12.41251	1204.013	.1884876E-03	.000000	.000000	-7.186305	12.43435	1.203124	.9838392	24.54035	-29.49930	43.49345	.1790665E-03	-30.24784	1100.221	-301.7161	13.14881	6.037283	-2936.986	-45.34434	1586.340	-39.38171	-34.17438	6.037283	-6344.410	-574.2167	408.2141	-39.37311
    2.6750	3.000000	.5601493E-05	.000000	.6966563E-03	1.867004	.000000	.000000	.1791273E-03	.000000	.6974977E-03	.5177065E-15	.000000	.000000	196.9715	12.41214	1203.978	.1791273E-03	.000000	.000000	-7.399747	12.18314	1.198227	1.012718	24.53581	-30.37006	43.03977	.1811192E-03	-31.14046	1098.797	-310.4340	10.67559	6.201717	-2936.465	-46.63675	1576.159	-40.32932	-28.77588	6.201717	-6343.887	-589.9135	566.2803	-40.32092
    2.6813	3.000000	.6422672E-05	.000000	.7082095E-03	1.875128	.000000	.000000	.1691610E-03	.000000	.7090648E-03	-.1783445E-15	.000000	.000000	197.4369	12.41177	1203.942	.1691610E-03	.000000	.000000	-7.614678	12.39047	1.218651	1.041747	24.53125	-31.24604	43.80854	.1881285E-03	-32.03839	1098.638	-319.1830	8.100472	6.365984	-2935.922	-47.96589	1564.264	-41.64014	-23.07539	6.365984	-6343.343	-605.6323	733.4701	-41.63197
    2.6875	3.000000	.4868218E-05	.000000	.7482882E-03	1.883251	.000000	.000000	.1587169E-03	.000000	.7491919E-03	.8783630E-15	.000000	.000000	197.9023	12.41138	1203.904	.1587169E-03	.000000	.000000	-7.830569	13.12695	1.268103	1.070883	24.52660	-32.12561	45.98335	.2080855E-03	-32.93999	1099.910	-327.9571	5.464101	6.530167	-2935.366	-49.33793	1550.654	-43.40172	-17.14996	6.530167	-6342.785	-621.3866	907.5901	-43.39384
    2.6938	3.000000	.1957912E-05	.000000	.8110857E-03	1.891374	.000000	.000000	.1479275E-03	.000000	.8120653E-03	-.8184168E-15	.000000	.000000	198.3678	12.41099	1203.866	.1479275E-03	.000000	.000000	-8.046943	14.28216	1.340462	1.100091	24.52179	-33.00731	49.26931	.2285984E-03	-33.84378	1102.291	-336.7512	2.788756	6.694216	-2934.800	-50.74589	1535.745	-45.55182	-11.06742	6.694216	-6342.218	-637.1651	1086.598	-45.54428
    2.7000	3.000000	.1465565E-05	.000000	.8830262E-03	1.899497	.000000	.000000	.1369286E-03	.000000	.8840926E-03	-.2785180E-15	.000000	.000000	198.8332	12.41058	1203.826	.1369286E-03	.000000	.000000	-8.263486	15.60241	1.421824	1.129344	24.51677	-33.89015	52.99273	.2567757E-03	-34.74874	1105.072	-345.5611	.8217685E-01	6.857959	-2934.227	-52.17108	1520.274	-47.89249	-4.888220	6.857959	-6341.645	-652.9340	1268.567	-47.88531
    2.7063	3.000000	.4491070E-05	.000000	.9474543E-03	1.907620	.000000	.000000	.1258579E-03	.000000	.9485986E-03	.3685935E-14	.000000	.000000	199.2986	12.41016	1203.786	.1258579E-03	.000000	.000000	-8.480037	16.77845	1.495268	1.158626	24.51151	-34.77356	56.33300	.2831221E-03	-35.65430	1107.392	-354.3827	-2.653241	7.021150	-2933.648	-53.58886	1505.100	-50.15406	1.329355	7.021150	-6341.065	-668.6472	1451.592	-50.14729
    2.7125	3.000000	.5920338E-05	.000000	.9903788E-03	1.915742	.000000	.000000	.1148544E-03	.000000	.9915748E-03	-.3257147E-15	.000000	.000000	199.7639	12.40973	1203.744	.1148544E-03	.000000	.000000	-8.696604	17.55214	1.546648	1.187923	24.50594	-35.65731	58.60465	.3024104E-03	-36.56023	1108.532	-363.2110	-5.409130	7.183556	-2933.066	-54.97681	1490.957	-52.08807	7.522699	7.183556	-6340.482	-684.2615	1633.664	-52.08173
    2.7188	3.000000	.5848015E-05	.000000	.1005251E-02	1.923864	.000000	.000000	.1040565E-03	.000000	.1006465E-02	.2584514E-14	.000000	.000000	200.2293	12.40929	1203.701	.1040565E-03	.000000	.000000	-8.913250	17.80472	1.569388	1.217222	24.50001	-36.54131	59.49067	.3153344E-03	-37.46638	1108.146	-372.0386	-8.162284	7.345032	-2932.486	-56.32236	1478.266	-53.55580	13.62055	7.345032	-6339.901	-699.7520	1812.612	-53.54992
    2.7250	3.000000	.3689863E-05	.000000	.9951092E-03	1.931986	.000000	.000000	.9360132E-04	.000000	.9963110E-03	-.9259764E-16	.000000	.000000	200.6946	12.40884	1203.658	.9360132E-04	.000000	.000000	-9.129957	17.59565	1.566595	1.246503	24.49364	-37.42503	59.14530	.3210767E-03	-38.37224	1106.369	-380.8557	-10.87086	7.505575	-2931.914	-57.62706	1467.043	-54.58069	19.54131	7.505575	-6339.329	-715.1198	1986.086	-54.57528
    2.7313	3.000000	.1023453E-05	.000000	.9713551E-03	1.940107	.000000	.000000	.8362230E-04	.000000	.9725282E-03	-.5357382E-15	.000000	.000000	201.1599	12.40838	1203.613	.8362230E-04	.000000	.000000	-9.346510	17.13891	1.549770	1.275723	24.48672	-38.30742	58.13140	.3154142E-03	-39.27672	1103.755	-389.6497	-13.47758	7.665323	-2931.362	-58.90587	1456.959	-55.34343	25.19608	7.665323	-6338.777	-730.3922	2151.629	-55.33849
    2.7375	3.000000	.1601493E-05	.000000	.9496083E-03	1.948228	.000000	.000000	.7424718E-04	.000000	.9507551E-03	-.2192535E-14	.000000	.000000	201.6253	12.40791	1203.567	.7424718E-04	.000000	.000000	-9.562498	16.72530	1.534596	1.304830	24.47916	-39.18687	57.21515	.3176277E-03	-40.17815	1101.067	-398.4067	-15.91879	7.824510	-2930.840	-60.18176	1447.515	-56.11996	30.49511	7.824510	-6338.255	-745.6124	2306.826	-56.11547
    2.7438	3.000000	.2936634E-05	.000000	.9441143E-03	1.956349	.000000	.000000	.6559563E-04	.000000	.9452545E-03	-.1459302E-14	.000000	.000000	202.0905	12.40743	1203.521	.6559563E-04	.000000	.000000	-9.777316	16.61840	1.535293	1.333761	24.47086	-40.06116	57.09108	.3247238E-03	-41.07430	1098.997	-407.1126	-18.13604	7.983368	-2930.358	-61.47680	1438.270	-57.18250	35.35542	7.983368	-6337.773	-760.8232	2449.445	-57.17846
    2.7500	3.000000	.2295486E-05	.000000	.9626739E-03	1.964470	.000000	.000000	.5777715E-04	.000000	.9638365E-03	-.1839146E-15	.000000	.000000	202.5558	12.40693	1203.473	.5777715E-04	.000000	.000000	-9.990264	16.96082	1.559522	1.362450	24.46176	-40.92799	58.13417	.3362471E-03	-41.96280	1097.912	-415.7548	-20.08660	8.142054	-2929.923	-62.80356	1429.043	-58.69852	39.70785	8.142054	-6337.339	-776.0504	2577.581	-58.69488
    2.7563	3.000000	.4038203E-06	.000000	.1003870E-02	1.972590	.000000	.000000	.5088936E-04	.000000	.1005082E-02	-.7674864E-15	.000000	.000000	203.0211	12.40643	1203.424	.5088936E-04	.000000	.000000	-10.20070	17.72353	1.605639	1.390841	24.45180	-41.78524	60.26609	.3581699E-03	-42.84151	1097.719	-424.3229	-21.74910	8.300568	-2929.541	-64.15959	1420.020	-60.66410	43.50063	8.300568	-6336.958	-791.2921	2689.714	-60.66083
    2.7625	3.000000	.3096887E-05	.000000	.1057552E-02	1.980710	.000000	.000000	.4501683E-04	.000000	.1058829E-02	.7403136E-15	.000000	.000000	203.4863	12.40592	1203.374	.4501683E-04	.000000	.000000	-10.40812	18.71588	1.663236	1.418891	24.44097	-42.63132	62.98146	.3826143E-03	-43.70882	1097.892	-432.8092	-23.12261	8.458753	-2929.210	-65.52705	1411.721	-62.89710	46.69910	8.458753	-6336.627	-806.5162	2784.701	-62.89414
    2.7688	3.000000	.6016005E-05	.000000	.1108391E-02	1.988829	.000000	.000000	.4023054E-04	.000000	.1109730E-02	-.5155381E-15	.000000	.000000	203.9515	12.40539	1203.323	.4023054E-04	.000000	.000000	-10.61225	19.65238	1.716766	1.446573	24.42926	-43.46532	65.52450	.4134279E-03	-44.56378	1097.651	-441.2082	-24.21952	8.616341	-2928.930	-66.87797	1404.849	-65.09480	49.28159	8.616341	-6336.348	-821.6716	2861.697	-65.09209
    2.7750	3.000000	.8549197E-05	.000000	.1141240E-02	1.996948	.000000	.000000	.3658763E-04	.000000	.1142618E-02	-.1017077E-14	.000000	.000000	204.4167	12.40486	1203.271	.3658763E-04	.000000	.000000	-10.81306	20.25259	1.750971	1.473878	24.41670	-44.28688	67.15309	.4320255E-03	-45.40606	1096.229	-449.5147	-25.05508	8.773035	-2928.699	-68.18343	1400.074	-66.93691	51.23357	8.773035	-6336.118	-836.7034	2920.067	-66.93442
    2.7812	3.000000	.8824534E-05	.000000	.1146416E-02	2.005067	.000000	.000000	.3413137E-04	.000000	.1147800E-02	-.9669525E-15	.000000	.000000	204.8819	12.40431	1203.219	.3413137E-04	.000000	.000000	-11.01063	20.33887	1.756185	1.500797	24.40327	-45.09609	67.39711	.4432714E-03	-46.23569	1093.145	-457.7240	-25.63707	8.928619	-2928.515	-69.42339	1397.814	-68.19862	52.54166	8.928619	-6335.934	-851.5726	2959.267	-68.19624
    2.7875	3.000000	.7197757E-05	.000000	.1123042E-02	2.013186	.000000	.000000	.3289102E-04	.000000	.1124398E-02	.5336375E-15	.000000	.000000	205.3470	12.40376	1203.165	.3289102E-04	.000000	.000000	-11.20506	19.89776	1.731675	1.527319	24.38898	-45.89288	66.22092	.4411087E-03	-47.05263	1088.359	-465.8289	-25.95963	9.083031	-2928.380	-70.59352	1398.118	-68.83280	53.19082	9.083031	-6335.799	-866.2690	2978.839	-68.83047
    2.7938	3.000000	.3956975E-05	.000000	.1079308E-02	2.021303	.000000	.000000	.3288154E-04	.000000	.1080611E-02	.2643793E-14	.000000	.000000	205.8121	12.40320	1203.110	.3288154E-04	.000000	.000000	-11.39633	19.08375	1.685839	1.553425	24.37380	-46.67693	64.03317	.4315247E-03	-47.85651	1082.289	-473.8217	-26.00300	9.236375	-2928.297	-71.70693	1400.655	-68.99108	53.16424	9.236375	-6335.716	-880.8154	2978.398	-68.98872
    2.8000	3.000000	.1042402E-05	.000000	.1029554E-02	2.029421	.000000	.000000	.3410303E-04	.000000	.1030797E-02	-.3028102E-14	.000000	.000000	206.2773	12.40262	1203.055	.3410303E-04	.000000	.000000	-11.58430	18.16435	1.633235	1.579091	24.35771	-47.44744	61.54171	.4175544E-03	-48.64653	1075.659	-481.6932	-25.73964	9.388901	-2928.270	-72.78969	1404.845	-68.97443	52.44752	9.388901	-6335.689	-895.2594	2957.729	-68.97194
    2.8063	3.000000	.1239187E-05	.000000	.9892354E-03	2.037539	.000000	.000000	.3654013E-04	.000000	.9904301E-03	-.1870743E-14	.000000	.000000	206.7423	12.40204	1202.998	.3654013E-04	.000000	.000000	-11.76864	17.42610	1.589466	1.604278	24.34071	-48.20329	59.50506	.4065923E-03	-49.42152	1069.252	-489.4357	-25.14428	9.540905	-2928.303	-73.87144	1410.057	-69.12880	51.03443	9.540905	-6335.722	-909.6569	2916.883	-69.12610
    2.8125	3.000000	.1816918E-05	.000000	.9695332E-03	2.045655	.000000	.000000	.4016163E-04	.000000	.9707041E-03	.1825099E-14	.000000	.000000	207.2074	12.40145	1202.941	.4016163E-04	.000000	.000000	-11.94894	17.07468	1.565760	1.628957	24.32278	-48.94316	58.46834	.4095871E-03	-50.18016	1063.631	-497.0433	-24.20436	9.692614	-2928.398	-74.97480	1415.820	-69.72228	48.93280	9.692614	-6335.816	-924.0502	2856.262	-69.71928
    2.8188	3.000000	.5354161E-06	.000000	.9735067E-03	2.053772	.000000	.000000	.4492043E-04	.000000	.9746825E-03	.1603372E-14	.000000	.000000	207.6725	12.40085	1202.882	.4492043E-04	.000000	.000000	-12.12485	17.16411	1.565121	1.653103	24.30398	-49.66607	58.57604	.4140050E-03	-50.92148	1058.954	-504.5135	-22.92736	9.844116	-2928.553	-76.10702	1421.974	-70.84718	46.16842	9.844116	-6335.970	-938.4544	2776.680	-70.84375
    2.8250	3.000000	.1811464E-05	.000000	.9951236E-03	2.061888	.000000	.000000	.5075400E-04	.000000	.9963255E-03	.2511758E-15	.000000	.000000	208.1375	12.40024	1202.823	.5075400E-04	.000000	.000000	-12.29618	17.57968	1.581400	1.676709	24.28435	-50.37161	59.52679	.4331149E-03	-51.64502	1054.927	-511.8484	-21.34216	9.995309	-2928.764	-77.25693	1428.696	-72.38290	42.78501	9.995309	-6336.180	-952.8492	2679.327	-72.37897
    2.8313	3.000000	.4530257E-05	.000000	.1021490E-02	2.070004	.000000	.000000	.5758558E-04	.000000	.1022724E-02	.4243838E-15	.000000	.000000	208.6025	12.39962	1202.763	.5758558E-04	.000000	.000000	-12.46297	18.08031	1.601590	1.699794	24.26396	-51.06012	60.68528	.4468326E-03	-52.35120	1050.914	-519.0533	-19.49418	10.14592	-2929.022	-78.39855	1436.400	-74.03463	38.84087	10.14592	-6336.438	-967.1847	2565.709	-74.03011
