
Predictions were generated on 27-Apr-2026 at 13:06:40 using OpenFAST, compiled on Mar 13 2026 at 19:00:22 as a 64-bit application using single precision at commit v5.0.0
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	ConvIter	ConvError	NumUJac	Q_B1F1	Q_GeAz	Q_TFA1	Q_TSS1	Q_TFA2	Q_TSS2	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(-)	(-)	(-)	(m)	(rad)	(m)	(m)	(m)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
    0.8500	3.000000	.4482579E-05	.000000	.7507162E-03	5.792056	.000000	.000000	.2692821E-03	.000000	.7516228E-03	.3224255E-14	.000000	.000000	61.86036	12.18517	1181.961	.2692821E-03	.000000	.000000	21.97984	13.15837	1.240615	-3.014759	18.45742	90.31158	45.98014	-.5790311E-03	92.60725	-407.4534	927.5845	32.80445	-17.72982	-2910.435	137.7198	1878.809	124.8317	-67.73412	-17.72982	-6317.875	1690.881	-181.4121	124.7946
    0.8563	3.000000	.4593718E-05	.000000	.7726179E-03	5.800032	.000000	.000000	.2752586E-03	.000000	.7735510E-03	.2188272E-14	.000000	.000000	62.31733	12.18627	1182.068	.2752586E-03	.000000	.000000	22.04180	13.57957	1.265575	-3.023945	18.48884	90.57710	47.13222	-.6009517E-03	92.87999	-398.4574	930.6464	34.30817	-17.81065	-2910.860	138.2839	1884.943	126.3688	-70.97851	-17.81065	-6318.301	1698.528	-275.7567	126.3307
    0.8625	3.000000	.4287713E-05	.000000	.8449543E-03	5.808008	.000000	.000000	.2796110E-03	.000000	.8459748E-03	.3766789E-15	.000000	.000000	62.77435	12.18737	1182.175	.2796110E-03	.000000	.000000	22.11161	14.93447	1.339950	-3.034001	18.51992	90.87159	50.72513	-.6539269E-03	93.18231	-387.0575	933.9006	35.40900	-17.89247	-2911.203	139.0748	1890.301	130.1405	-73.18630	-17.89247	-6318.646	1706.487	-335.7962	130.1016
    0.8688	3.000000	.3742812E-05	.000000	.9419896E-03	5.815985	.000000	.000000	.2822880E-03	.000000	.9431273E-03	-.5226871E-15	.000000	.000000	63.23140	12.18848	1182.283	.2822880E-03	.000000	.000000	22.18977	16.74064	1.437538	-3.044955	18.55067	91.19638	55.48326	-.7348362E-03	93.51553	-374.5636	937.3484	36.08450	-17.97428	-2911.462	139.9915	1894.199	135.0000	-74.39199	-17.97428	-6318.907	1714.571	-364.7616	134.9604
    0.8750	3.000000	.3248160E-05	.000000	.1028655E-02	5.823963	.000000	.000000	.2832601E-03	.000000	.1029898E-02	.1151152E-15	.000000	.000000	63.68848	12.18960	1182.391	.2832601E-03	.000000	.000000	22.27619	18.34562	1.522902	-3.056792	18.58111	91.55105	59.68149	-.8049401E-03	93.87920	-362.7471	940.9852	36.31306	-18.05468	-2911.639	140.8925	1895.811	139.3651	-74.66135	-18.05468	-6319.083	1722.517	-367.5211	139.3251
    0.8813	3.000000	.3042548E-05	.000000	.1072875E-02	5.831941	.000000	.000000	.2825194E-03	.000000	.1074170E-02	-.1248499E-14	.000000	.000000	64.14561	12.19071	1182.499	.2825194E-03	.000000	.000000	22.37035	19.15621	1.563840	-3.069468	18.61130	91.93388	61.75163	-.8424397E-03	94.27162	-353.2166	944.8038	36.07893	-18.13240	-2911.733	141.6457	1894.451	141.7739	-74.06252	-18.13240	-6319.177	1730.079	-348.6943	141.7339
    0.8875	3.000000	.2893430E-05	.000000	.1056783E-02	5.839921	.000000	.000000	.2800787E-03	.000000	.1058060E-02	.4259383E-14	.000000	.000000	64.60277	12.19183	1182.608	.2800787E-03	.000000	.000000	22.47148	18.84589	1.542664	-3.082932	18.64124	92.34274	60.83136	-.8333264E-03	94.69060	-346.8533	948.7998	35.37724	-18.20668	-2911.746	142.1750	1889.806	141.4003	-72.64120	-18.20668	-6319.189	1737.115	-311.0128	141.3604
    0.8938	3.000000	.3324389E-05	.000000	.9829398E-03	5.847900	.000000	.000000	.2759710E-03	.000000	.9841269E-03	-.2862199E-14	.000000	.000000	65.06001	12.19296	1182.717	.2759710E-03	.000000	.000000	22.57884	17.46828	1.462376	-3.097143	18.67097	92.77561	57.06454	-.7798521E-03	95.13413	-343.5013	952.9716	34.21732	-18.27759	-2911.679	142.4877	1882.040	138.3476	-70.40814	-18.27759	-6319.121	1743.638	-254.4766	138.3082
    0.9000	3.000000	.3678463E-05	.000000	.8733869E-03	5.855881	.000000	.000000	.2702488E-03	.000000	.8744417E-03	-.3579311E-14	.000000	.000000	65.51725	12.19409	1182.827	.2702488E-03	.000000	.000000	22.69200	15.43756	1.345607	-3.112080	18.70049	93.23147	51.54929	-.6946846E-03	95.60115	-342.0212	957.3215	32.62289	-18.34598	-2911.534	142.6721	1871.737	133.6180	-67.34308	-18.34598	-6318.973	1749.812	-176.6006	133.5793
    0.9062	3.000000	.4086344E-05	.000000	.7619323E-03	5.863863	.000000	.000000	.2629846E-03	.000000	.7628525E-03	-.1920305E-14	.000000	.000000	65.97454	12.19523	1182.938	.2629846E-03	.000000	.000000	22.81081	13.38333	1.226720	-3.127741	18.72983	93.71000	45.95421	-.6122494E-03	96.09138	-340.6839	961.8505	30.62914	-18.41319	-2911.314	142.8667	1859.712	128.7667	-63.41338	-18.41319	-6318.750	1755.892	-73.61964	128.7291
    0.9125	3.000000	.4393334E-05	.000000	.6823774E-03	5.871844	.000000	.000000	.2542704E-03	.000000	.6832015E-03	-.2234974E-14	.000000	.000000	66.43189	12.19638	1183.049	.2542704E-03	.000000	.000000	22.93544	11.93138	1.139891	-3.144131	18.75900	94.21151	41.93813	-.5486115E-03	96.60513	-337.7695	966.5576	28.27725	-18.48059	-2911.023	143.2115	1846.754	125.3629	-58.60017	-18.48059	-6318.457	1762.138	57.76257	125.3265
    0.9188	3.000000	.3695930E-05	.000000	.6568209E-03	5.879827	.000000	.000000	.2442170E-03	.000000	.6576141E-03	-.3371869E-16	.000000	.000000	66.88927	12.19753	1183.160	.2442170E-03	.000000	.000000	23.06608	11.48711	1.107315	-3.161236	18.78804	94.73623	40.57693	-.5346652E-03	97.14259	-332.1566	971.4333	25.60862	-18.54906	-2910.666	143.7994	1833.391	124.4442	-52.92324	-18.54906	-6318.097	1768.723	218.7061	124.4091
    0.9250	3.000000	.3352814E-05	.000000	.6881124E-03	5.887811	.000000	.000000	.2329539E-03	.000000	.6889434E-03	-.3546608E-14	.000000	.000000	67.34670	12.19868	1183.272	.2329539E-03	.000000	.000000	23.20276	12.09707	1.131675	-3.179020	18.81699	95.28331	41.99709	-.5599300E-03	97.70287	-323.7008	976.4592	22.66019	-18.61874	-2910.250	144.6428	1819.771	126.1579	-46.45475	-18.61874	-6317.679	1775.670	407.2589	126.1242
    0.9313	3.000000	.2365457E-05	.000000	.7590624E-03	5.895795	.000000	.000000	.2206266E-03	.000000	.7599791E-03	.9181498E-15	.000000	.000000	67.80418	12.19985	1183.385	.2206266E-03	.000000	.000000	23.34510	13.43644	1.195451	-3.197397	18.84589	95.85072	45.34236	-.6251990E-03	98.28388	-313.2700	981.6083	19.46287	-18.68894	-2909.783	145.6688	1805.678	129.7134	-39.31800	-18.68894	-6317.210	1782.845	618.3760	129.6812
    0.9375	3.000000	.1348281E-05	.000000	.8386423E-03	5.903780	.000000	.000000	.2073950E-03	.000000	.8396552E-03	.7066965E-16	.000000	.000000	68.26170	12.20102	1183.499	.2073950E-03	.000000	.000000	23.49222	14.92607	1.267280	-3.216244	18.87482	96.43466	49.08335	-.6927410E-03	98.88174	-302.4252	986.8475	16.04341	-18.75839	-2909.275	146.7447	1790.675	133.6637	-31.67124	-18.75839	-6316.698	1790.004	844.9278	133.6332
    0.9438	3.000000	.5251559E-06	.000000	.8929734E-03	5.911767	.000000	.000000	.1934302E-03	.000000	.8940519E-03	.2944741E-14	.000000	.000000	68.71927	12.20220	1183.613	.1934302E-03	.000000	.000000	23.64278	15.93746	1.313109	-3.235409	18.90381	97.03017	51.55991	-.7394854E-03	99.49133	-292.8632	992.1402	12.42891	-18.82568	-2908.735	147.7233	1774.335	136.4169	-23.68201	-18.82568	-6316.155	1796.876	1079.350	136.3883
    0.9500	3.000000	.1592755E-06	.000000	.8972438E-03	5.919753	.000000	.000000	.1789118E-03	.000000	.8983274E-03	-.2053310E-14	.000000	.000000	69.17686	12.20338	1183.728	.1789118E-03	.000000	.000000	23.79514	16.01374	1.308213	-3.254726	18.93293	97.63152	51.56590	-.7481817E-03	100.1068	-285.8141	997.4526	8.652368	-18.88977	-2908.172	148.4939	1756.453	136.7988	-15.50097	-18.88977	-6315.589	1803.259	1315.351	136.7723
    0.9563	3.000000	.2805912E-06	.000000	.8443949E-03	5.927741	.000000	.000000	.1640248E-03	.000000	.8454147E-03	.3847779E-14	.000000	.000000	69.63451	12.20457	1183.844	.1640248E-03	.000000	.000000	23.94763	15.02957	1.245899	-3.274040	18.96220	98.23315	48.77231	-.7097659E-03	100.7226	-281.6049	1002.754	4.757127	-18.95033	-2907.595	149.0208	1737.173	134.4701	-7.243970	-18.95033	-6315.011	1809.089	1549.091	134.4456
    0.9625	3.000000	.3247105E-06	.000000	.7475673E-03	5.935729	.000000	.000000	.1489576E-03	.000000	.7484702E-03	-.3257845E-14	.000000	.000000	70.09222	12.20577	1183.960	.1489576E-03	.000000	.000000	24.09881	13.23443	1.139864	-3.293218	18.99167	98.83016	43.84200	-.6341083E-03	101.3337	-279.5415	1008.019	.7981977	-19.00788	-2907.014	149.3541	1717.007	130.0499	1.012556	-19.00788	-6314.427	1814.461	1779.469	130.0276
    0.9688	3.000000	.1913847E-07	.000000	.6354874E-03	5.943718	.000000	.000000	.1338994E-03	.000000	.6362548E-03	-.2394433E-14	.000000	.000000	70.54995	12.20698	1184.077	.1338994E-03	.000000	.000000	24.24758	11.16502	1.019428	-3.312150	19.02135	99.41879	38.19778	-.5417242E-03	101.9363	-278.1473	1013.226	-3.159997	-19.06360	-2906.435	149.6120	1696.710	124.9051	9.221303	-19.06360	-6313.848	1819.598	2007.413	124.8851
    0.9750	3.000000	.1123330E-06	.000000	.5424426E-03	5.951708	.000000	.000000	.1190388E-03	.000000	.5430977E-03	-.2990839E-15	.000000	.000000	71.00774	12.20820	1184.195	.1190388E-03	.000000	.000000	24.39324	9.457881	.9193436	-3.330752	19.05126	99.99635	33.52665	-.4659842E-03	102.5275	-275.6737	1018.353	-7.049201	-19.11889	-2905.869	149.9379	1677.082	120.6763	17.34385	-19.11889	-6313.281	1824.766	2234.479	120.6584
    0.9813	3.000000	.3828142E-07	.000000	.4963680E-03	5.959699	.000000	.000000	.1045620E-03	.000000	.4969675E-03	.3848240E-15	.000000	.000000	71.46555	12.20942	1184.313	.1045620E-03	.000000	.000000	24.53532	8.628225	.8677486	-3.348947	19.08143	100.5606	31.19430	-.4280246E-03	103.1052	-270.7042	1023.378	-10.80461	-19.17494	-2905.324	150.4496	1658.769	118.7078	25.32826	-19.17494	-6312.735	1830.186	2461.277	118.6921
    0.9875	3.000000	.8226550E-06	.000000	.5092046E-03	5.967690	.000000	.000000	.9065068E-04	.000000	.5098196E-03	-.2818024E-14	.000000	.000000	71.92345	12.21064	1184.432	.9065068E-04	.000000	.000000	24.67351	8.892065	.8764910	-3.366654	19.11187	101.1096	31.77435	-.4414208E-03	103.6672	-262.6395	1028.272	-14.37114	-19.23225	-2904.810	151.1968	1642.116	119.5813	33.09193	-19.23225	-6312.222	1835.951	2686.242	119.5676
    0.9938	3.000000	.1932898E-05	.000000	.5728746E-03	5.975682	.000000	.000000	.7748031E-04	.000000	.5735665E-03	-.2735036E-15	.000000	.000000	72.38137	12.21188	1184.552	.7748031E-04	.000000	.000000	24.80729	10.09346	.9371613	-3.383775	19.14262	101.6406	34.85565	-.4998115E-03	104.2108	-251.8966	1033.003	-17.70708	-19.29048	-2904.333	152.1429	1627.129	122.9152	40.51706	-19.29048	-6311.747	1841.998	2905.238	122.9034
    1.0000	3.000000	.2926083E-05	.000000	.6622442E-03	5.983675	.000000	.000000	.6521735E-04	.000000	.6630439E-03	-.3840088E-14	.000000	.000000	72.83932	12.21312	1184.673	.6521735E-04	.000000	.000000	24.93588	11.76156	1.024192	-3.400185	19.17369	102.1502	39.19320	-.5789077E-03	104.7325	-239.7540	1037.538	-20.78375	-19.34858	-2903.905	153.1764	1613.561	127.5008	47.45979	-19.34858	-6311.318	1848.119	3112.096	127.4908
    1.0063	3.000000	.3887572E-05	.000000	.7440000E-03	5.991669	.000000	.000000	.5401678E-04	.000000	.7448986E-03	.1247829E-14	.000000	.000000	73.29735	12.21437	1184.793	.5401678E-04	.000000	.000000	25.05820	13.27683	1.103906	-3.415751	19.20511	102.6340	43.14803	-.6531628E-03	105.2278	-227.8981	1041.840	-23.58140	-19.40515	-2903.530	154.1492	1601.065	131.7276	53.76990	-19.40515	-6310.943	1854.046	3299.896	131.7193
    1.0125	3.000000	.4539253E-05	.000000	.7883156E-03	5.999664	.000000	.000000	.4401947E-04	.000000	.7892677E-03	-.2288642E-14	.000000	.000000	73.75541	12.21562	1184.915	.4401947E-04	.000000	.000000	25.17290	14.08800	1.146316	-3.430328	19.23687	103.0872	45.26134	-.6975898E-03	105.6917	-217.8317	1045.879	-26.08283	-19.45889	-2903.216	154.9272	1589.376	134.1473	59.31461	-19.45889	-6310.630	1859.531	3462.551	134.1405
    1.0188	3.000000	.4754042E-05	.000000	.7792257E-03	6.007659	.000000	.000000	.3534996E-04	.000000	.7801668E-03	-.2991260E-14	.000000	.000000	74.21352	12.21688	1185.037	.3534996E-04	.000000	.000000	25.27856	13.90373	1.135569	-3.443789	19.26901	103.5052	44.76201	-.6918759E-03	106.1195	-210.3504	1049.629	-28.26742	-19.50913	-2902.968	155.4364	1578.453	133.9811	63.99863	-19.50913	-6310.383	1864.441	3596.159	133.9756
    1.0250	3.000000	.4557573E-05	.000000	.7201053E-03	6.015656	.000000	.000000	.2811464E-04	.000000	.7209750E-03	-.3104694E-14	.000000	.000000	74.67167	12.21814	1185.159	.2811464E-04	.000000	.000000	25.37398	12.79259	1.075384	-3.456030	19.30149	103.8839	41.83113	-.6402247E-03	106.5073	-205.2692	1053.075	-30.10736	-19.55600	-2902.790	155.6871	1568.522	131.3911	67.77312	-19.55600	-6310.207	1868.796	3699.635	131.3867
    1.0312	3.000000	.3891183E-05	.000000	.6323715E-03	6.023653	.000000	.000000	.2240053E-04	.000000	.6331353E-03	.1191206E-14	.000000	.000000	75.12987	12.21941	1185.282	.2240053E-04	.000000	.000000	25.45835	11.15688	.9876346	-3.466985	19.33431	104.2210	37.53285	-.5639381E-03	106.8525	-201.4941	1056.204	-31.56814	-19.60039	-2902.686	155.7699	1560.023	127.4221	70.63240	-19.60039	-6310.104	1872.766	3774.470	127.4186
    1.0375	3.000000	.3530193E-05	.000000	.5479000E-03	6.031651	.000000	.000000	.1827468E-04	.000000	.5485617E-03	.1788276E-14	.000000	.000000	75.58811	12.22068	1185.406	.1827468E-04	.000000	.000000	25.53131	9.590202	.9045981	-3.476625	19.36746	104.5153	33.43754	-.4894408E-03	107.1540	-197.4096	1059.013	-32.61288	-19.64366	-2902.659	155.8229	1553.477	123.6344	72.59863	-19.64366	-6310.079	1876.610	3823.693	123.6315
    1.0437	3.000000	.3135128E-05	.000000	.4978324E-03	6.039649	.000000	.000000	.1578382E-04	.000000	.4984337E-03	-.6520256E-15	.000000	.000000	76.04642	12.22195	1185.529	.1578382E-04	.000000	.000000	25.59296	8.669099	.8576141	-3.484951	19.40091	104.7669	31.07018	-.4473451E-03	107.4119	-191.4481	1061.498	-33.20952	-19.68715	-2902.712	155.9826	1549.325	121.5557	73.70141	-19.68715	-6310.131	1880.578	3850.425	121.5533
    1.0500	3.000000	.3122890E-05	.000000	.5016942E-03	6.047649	.000000	.000000	.1495434E-04	.000000	.5023002E-03	-.1510429E-14	.000000	.000000	76.50478	12.22323	1185.653	.1495434E-04	.000000	.000000	25.64376	8.751612	.8661182	-3.491980	19.43464	104.9769	31.37721	-.4514858E-03	107.6273	-182.6393	1063.658	-33.33816	-19.73169	-2902.846	156.3356	1547.795	122.1458	73.95909	-19.73169	-6310.265	1884.833	3856.558	122.1434
    1.0563	3.000000	.3411894E-05	.000000	.5606106E-03	6.055650	.000000	.000000	.1579220E-04	.000000	.5612876E-03	-.2783689E-16	.000000	.000000	76.96317	12.22451	1185.777	.1579220E-04	.000000	.000000	25.68424	9.852935	.9308704	-3.497734	19.46862	105.1467	34.39730	-.5044654E-03	107.8015	-170.9502	1065.489	-32.99623	-19.77733	-2903.061	156.8881	1548.840	125.4583	73.36840	-19.77733	-6310.481	1889.385	3841.990	125.4558
    1.0625	3.000000	.4045682E-05	.000000	.6569601E-03	6.063651	.000000	.000000	.1828286E-04	.000000	.6577535E-03	.2917114E-15	.000000	.000000	77.42161	12.22579	1185.901	.1828286E-04	.000000	.000000	25.71484	11.64101	1.033715	-3.502230	19.50285	105.2772	39.24971	-.5931614E-03	107.9356	-157.2971	1066.990	-32.19939	-19.82335	-2903.358	157.5632	1552.172	130.6208	71.90585	-19.82335	-6310.777	1894.090	3804.675	130.6179
    1.0688	3.000000	.4660765E-05	.000000	.7605530E-03	6.071653	.000000	.000000	.2239122E-04	.000000	.7614715E-03	.2008823E-15	.000000	.000000	77.88010	12.22707	1186.026	.2239122E-04	.000000	.000000	25.73577	13.55299	1.143919	-3.505475	19.53729	105.3689	44.44249	-.6856096E-03	108.0298	-143.2278	1068.157	-30.97800	-19.86842	-2903.732	158.2280	1557.361	136.1373	69.54005	-19.86842	-6311.151	1898.704	3741.480	136.1337
    1.0750	3.000000	.4884004E-05	.000000	.8391455E-03	6.079657	.000000	.000000	.2806162E-04	.000000	.8401590E-03	-.1319203E-15	.000000	.000000	78.33863	12.22835	1186.150	.2806162E-04	.000000	.000000	25.74701	14.99127	1.228844	-3.507470	19.57192	105.4218	48.39147	-.7585949E-03	108.0844	-130.3861	1068.993	-29.37022	-19.91115	-2904.182	158.7397	1563.982	140.4076	66.25063	-19.91115	-6311.599	1902.960	3649.511	140.4032
    1.0813	3.000000	.4770544E-05	.000000	.8696078E-03	6.087660	.000000	.000000	.3521815E-04	.000000	.8706581E-03	.5907140E-15	.000000	.000000	78.79724	12.22964	1186.275	.3521815E-04	.000000	.000000	25.74837	15.53053	1.265227	-3.508228	19.60673	105.4358	49.96839	-.7857549E-03	108.0992	-119.9461	1069.506	-27.41381	-19.95055	-2904.702	158.9957	1571.725	142.2826	62.04617	-19.95055	-6312.118	1906.668	3527.419	142.2770
    1.0875	3.000000	.4161368E-05	.000000	.8458552E-03	6.095665	.000000	.000000	.4376540E-04	.000000	.8468768E-03	-.2509115E-15	.000000	.000000	79.25587	12.23092	1186.399	.4376540E-04	.000000	.000000	25.73975	15.06357	1.247118	-3.507775	19.64166	105.4112	48.88702	-.7643514E-03	108.0746	-112.2136	1069.711	-25.13993	-19.98635	-2905.288	158.9695	1580.471	141.4595	56.97581	-19.98635	-6312.703	1909.779	3376.281	141.4526
    1.0938	3.000000	.3290296E-05	.000000	.7808001E-03	6.103671	.000000	.000000	.5358972E-04	.000000	.7817431E-03	.1937923E-14	.000000	.000000	79.71456	12.23220	1186.524	.5358972E-04	.000000	.000000	25.72129	13.83560	1.187755	-3.506169	19.67670	105.3494	45.79401	-.7037043E-03	108.0119	-106.5313	1069.629	-22.57056	-20.01909	-2905.934	158.7197	1590.274	138.5815	51.12964	-20.01909	-6313.348	1912.399	3199.702	138.5731
    1.1000	3.000000	.2017065E-05	.000000	.7016811E-03	6.111677	.000000	.000000	.6456090E-04	.000000	.7025285E-03	.6086372E-15	.000000	.000000	80.17328	12.23349	1186.648	.6456090E-04	.000000	.000000	25.69357	12.35566	1.114746	-3.503500	19.71182	105.2529	42.03450	-.6326128E-03	107.9137	-101.5212	1069.286	-19.72085	-20.04998	-2906.635	158.3700	1601.287	135.0066	44.62844	-20.04998	-6314.049	1914.756	3003.151	134.9964
    1.1062	3.000000	.1202485E-05	.000000	.6404319E-03	6.119684	.000000	.000000	.7653424E-04	.000000	.6412054E-03	.1169156E-14	.000000	.000000	80.63204	12.23477	1186.772	.7653424E-04	.000000	.000000	25.65759	11.21671	1.060274	-3.499889	19.74698	105.1257	39.17598	-.5774699E-03	107.7842	-95.57494	1068.712	-16.60522	-20.08040	-2907.384	158.0666	1613.646	132.3269	37.60579	-20.08040	-6314.798	1917.118	2792.734	132.3148
    1.1125	3.000000	.6681391E-06	.000000	.6224730E-03	6.127692	.000000	.000000	.8935283E-04	.000000	.6232247E-03	-.1461017E-14	.000000	.000000	81.09090	12.23605	1186.896	.8935283E-04	.000000	.000000	25.61477	10.88760	1.049768	-3.495477	19.78215	104.9726	38.45752	-.5596691E-03	107.6282	-87.42258	1067.936	-13.24510	-20.11145	-2908.175	157.9272	1627.370	131.8085	30.18923	-20.11145	-6315.589	1919.701	2573.873	131.7945
    1.1188	3.000000	.3008288E-06	.000000	.6578348E-03	6.135701	.000000	.000000	.1028498E-03	.000000	.6586292E-03	.2387616E-15	.000000	.000000	81.54975	12.23732	1187.020	.1028498E-03	.000000	.000000	25.56669	11.54940	1.092993	-3.490412	19.81730	104.7989	40.35645	-.5894342E-03	107.4512	-76.57925	1066.986	-9.675566	-20.14358	-2909.001	158.0014	1642.300	133.9464	22.48621	-20.14358	-6316.413	1922.591	2350.306	133.9302
    1.1250	3.000000	.3617967E-06	.000000	.7376923E-03	6.143711	.000000	.000000	.1168506E-03	.000000	.7385832E-03	.8265551E-15	.000000	.000000	82.00868	12.23860	1187.144	.1168506E-03	.000000	.000000	25.51490	13.03292	1.180650	-3.484836	19.85243	104.6098	44.42302	-.6605212E-03	107.2584	-63.51638	1065.890	-5.947939	-20.17640	-2909.853	158.2543	1658.101	138.2899	14.57917	-20.17640	-6317.266	1925.721	2123.743	138.2714
    1.1313	3.000000	.6071477E-06	.000000	.8374864E-03	6.151721	.000000	.000000	.1311749E-03	.000000	.8384978E-03	-.1060892E-14	.000000	.000000	82.46764	12.23987	1187.267	.1311749E-03	.000000	.000000	25.46069	14.87858	1.287625	-3.478878	19.88750	104.4098	49.43882	-.7482896E-03	107.0544	-49.49790	1064.674	-2.127660	-20.20884	-2910.722	158.5798	1674.327	143.5995	6.531192	-20.20884	-6318.136	1928.891	1894.293	143.5787
    1.1375	3.000000	.7817398E-06	.000000	.9255102E-03	6.159733	.000000	.000000	.1456389E-03	.000000	.9266280E-03	-.4479110E-15	.000000	.000000	82.92669	12.24114	1187.391	.1456389E-03	.000000	.000000	25.40504	16.49712	1.381752	-3.472648	19.92252	104.2025	53.84222	-.8251713E-03	106.8428	-36.14140	1063.364	1.712543	-20.23951	-2911.598	158.8392	1690.511	148.2784	-1.601079	-20.23951	-6319.013	1931.839	1661.449	148.2553
    1.1438	3.000000	.6129025E-06	.000000	.9739434E-03	6.167745	.000000	.000000	.1600573E-03	.000000	.9751196E-03	-.8333178E-15	.000000	.000000	83.38573	12.24241	1187.514	.1600573E-03	.000000	.000000	25.34858	17.37465	1.434976	-3.466244	19.95746	103.9908	56.27137	-.8659262E-03	106.6267	-24.85736	1061.987	5.501759	-20.26719	-2912.470	158.9106	1706.262	150.9284	-9.751891	-20.26719	-6319.887	1934.337	1425.291	150.9030
    1.1500	3.000000	.8622580E-07	.000000	.9684801E-03	6.175758	.000000	.000000	.1742449E-03	.000000	.9696498E-03	-.3842955E-15	.000000	.000000	83.84486	12.24367	1187.636	.1742449E-03	.000000	.000000	25.29177	17.25055	1.433044	-3.459758	19.99230	103.7771	56.03513	-.8597192E-03	106.4085	-16.36315	1060.574	9.179564	-20.29124	-2913.329	158.7328	1721.316	150.8341	-17.83455	-20.29124	-6320.747	1936.268	1187.459	150.8064
    1.1562	3.000000	.9294428E-06	.000000	.9132095E-03	6.183772	.000000	.000000	.1880199E-03	.000000	.9143124E-03	-.1269357E-14	.000000	.000000	84.30401	12.24494	1187.759	.1880199E-03	.000000	.000000	25.23510	16.20636	1.380347	-3.453289	20.02706	103.5640	53.34840	-.8082163E-03	106.1909	-10.43962	1059.157	12.70097	-20.31186	-2914.165	158.3274	1735.555	148.2086	-25.73687	-20.31186	-6321.586	1937.670	951.5760	148.1788
    1.1625	3.000000	.2023253E-05	.000000	.8290761E-03	6.191787	.000000	.000000	.2012053E-03	.000000	.8300774E-03	-.4445364E-15	.000000	.000000	84.76321	12.24620	1187.881	.2012053E-03	.000000	.000000	25.17922	14.63521	1.298263	-3.446946	20.06172	103.3546	49.25145	-.7321930E-03	105.9772	-6.014477	1057.768	16.03683	-20.32997	-2914.969	157.7924	1748.951	144.1145	-33.32740	-20.32997	-6322.393	1938.723	722.9144	144.0827
    1.1687	3.000000	.2969505E-05	.000000	.7464920E-03	6.199802	.000000	.000000	.2136320E-03	.000000	.7473936E-03	.5048316E-16	.000000	.000000	85.22248	12.24745	1188.003	.2136320E-03	.000000	.000000	25.12510	13.10326	1.217605	-3.440856	20.09628	103.1529	45.24283	-.6587451E-03	105.7712	-1.540977	1056.440	19.16856	-20.34690	-2915.737	157.2689	1761.515	140.0894	-40.46779	-20.34690	-6323.163	1939.683	507.5257	140.0558
    1.1750	3.000000	.3840301E-05	.000000	.6947030E-03	6.207819	.000000	.000000	.2251411E-03	.000000	.6955420E-03	.1442870E-15	.000000	.000000	85.68179	12.24871	1188.125	.2251411E-03	.000000	.000000	25.07398	12.15171	1.167843	-3.435150	20.13073	102.9632	42.75542	-.6116533E-03	105.5776	4.461006	1055.203	22.08040	-20.36392	-2916.459	156.8929	1773.210	137.6080	-47.03019	-20.36392	-6323.888	1940.800	311.0147	137.5726
    1.1813	3.000000	.4067290E-05	.000000	.6916273E-03	6.215836	.000000	.000000	.2355858E-03	.000000	.6924626E-03	.2363290E-15	.000000	.000000	86.14114	12.24996	1188.246	.2355858E-03	.000000	.000000	25.02727	12.10880	1.166861	-3.429961	20.16510	102.7903	42.65857	-.6076762E-03	105.4012	12.89108	1054.081	24.75094	-20.38185	-2917.132	156.7494	1783.921	137.5685	-52.91119	-20.38185	-6324.563	1942.227	137.4935	137.5314
    1.1875	3.000000	.4006482E-05	.000000	.7376994E-03	6.223854	.000000	.000000	.2448338E-03	.000000	.7385904E-03	.1616952E-15	.000000	.000000	86.60054	12.25121	1188.368	.2448338E-03	.000000	.000000	24.98632	12.97710	1.214818	-3.425409	20.19938	102.6387	44.95961	-.6462998E-03	105.2465	23.75973	1053.097	27.14792	-20.40066	-2917.749	156.8438	1793.446	139.9825	-58.03997	-20.40066	-6325.181	1943.971	-11.02427	139.9440
